time_s,room_c,dock_c,sink_c,tevap_c,tcond_c,t7_c,t8_c,t2_c,t3_c,t4_c,t5_c,t6_c,q_room_w,q_dock_w,q_useful_w,q_cascade_w,q_cascade_refrigerant_w,q_dock_refrigerant_w,q_evap_total_w,q_evap_load_requested_w,q_map_capacity_balance_error_w,q_cond_w,q_condenser_ua_w,q_sink_rejection_w,w_ref_comp_w,w_total_input_w,w_ref_isentropic_w,cop_vcc,cop_system,m_ref_kg_s,m_air_kg_s,condenser_ua_w_k,condenser_ua_ref_w_k,condenser_sink_flow_ratio,condenser_ua_flow_exponent,condenser_lmtd_k,refrigerant_evaporating_pressure_pa,refrigerant_condensing_pressure_pa,refrigerant_pressure_ratio,refrigerant_condensing_pressure_from_tcond_pa,refrigerant_pressure_ratio_from_tcond,refrigerant_compressor_eta_is_effective,refrigerant_compressor_speed_rpm,refrigerant_compressor_map_capacity_w,refrigerant_compressor_volumetric_efficiency,refrigerant_compressor_suction_density_kg_m3,refrigerant_compressor_displacement_m3_per_rev,low_pressure_receiver_enabled,refrigerant_evaporator_outlet_c,valve_flow_kg_s,cascade_valve_flow_kg_s,dock_valve_flow_kg_s,compressor_map_flow_kg_s,receiver_enabled,receiver_mass_kg,receiver_volume_m3,receiver_liquid_mass_kg,receiver_vapor_mass_kg,receiver_liquid_volume_m3,receiver_liquid_fill_fraction,receiver_liquid_fill_fraction_raw,receiver_overfill_mass_kg,receiver_liquid_feed_fraction,receiver_starvation_flow_multiplier,receiver_outlet_enthalpy_j_kg,receiver_outlet_density_kg_m3,receiver_inlet_m_dot_kg_s,receiver_outlet_m_dot_kg_s,m_ref_cascade_kg_s,m_ref_dock_kg_s,cascade_valve_opening,dock_valve_opening,refrigerant_subcooling_k,refrigerant_superheat_k,refrigerant_cascade_superheat_k,refrigerant_dock_superheat_k,refrigerant_raw_superheat_k,refrigerant_raw_cascade_superheat_k,refrigerant_raw_dock_superheat_k,refrigerant_compressor_work_w,refrigerant_compressor_isentropic_work_w,refrigerant_q_condenser_stage_w,refrigerant_q_subcooler_w,refrigerant_q_oil_cooling_w,refrigerant_compressor_eta_is_target,base_vcc_cascade_load_w,base_vcc_dock_load_w,load_w,startup_initialization_enabled,startup_iterations,startup_newton_iterations,startup_cost,startup_solved_vcc_cycle_compressor_displacement_m3_per_rev,startup_solved_vcc_cycle_expansion_valves_cascade_flow_coefficient_m2,startup_solved_vcc_cycle_expansion_valves_dock_flow_coefficient_m2,newton_iterations
0.0,nan,nan,40.0,8.8131,38.7181,18.794549798905507,116.09772944150268,nan,nan,nan,nan,nan,0.0,0.0,27100.0,27100.0,27100.0,0.0,27100.0,27100.0,27100.0,32230.175332623512,21459.154106518443,30738.048,5130.17533262351,5130.17533262351,3334.613966205282,5.2824705283788775,5.2824705283788775,0.02432616171750855,0.0,16000.0,16000.0,1.0,0.8,1.3411971316574027,590000.1946148322,1499999.7357540177,2.542371594865757,1499999.7357540177,2.542371594865757,0.65,2400.0,0.0,0.7017,4.45744397618837,0.00019444444444444443,0.0,18.794549798905507,0.02432616171750855,0.02432516171750855,1.0000000000000002e-06,0.02432724340737739,1.0,0.13348735168353595,0.00045,0.13087684678414677,0.002610504899389182,0.000225,0.5,0.5,0.0,1.0,1.0,529797.0182144014,581.6748745962078,0.02432724340737739,0.02432616171750855,0.02432516171750855,1e-06,0.5,0.05,0.0,9.981449798905487,9.998513372015736,1.1368683772161603e-13,9.981449798905487,9.998513372015736,1.1368683772161603e-13,5130.17533262351,3334.613966205282,32230.175332623512,0.0,0.0,0.65,27100.0,0.0,27100.0,1.0,0.0,0.0,0.0,0.00019444444444444443,1.495236861273485e-06,6.146873260855884e-10,0.0
