time_s,room_k,dock_k,sink_k,t2_k,t3_k,t4_k,t5_k,t6_k,tevap_k,tcond_k,q_room_w,q_dock_w,q_cascade_w,q_cond_w,w_air_comp_w,w_air_turb_w,w_air_input_w,w_ref_comp_w,m_ref_kg_s,cop_system,base_room_load_w,base_dock_load_w,infiltration_room_w,infiltration_dock_w,load_w,dock_load_w,newton_iterations,pid_B1_room_to_air_compressor_output,pid_B3_sink_to_condenser_output,pid_VC5_dock_to_dock_evaporator_output,pid_VC4_expansion_valve_output,pid_B4_cascade_hx_outlet_output
50.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7560.48212702822,1856.7509600141316,9618.861541594584,15014.926349335794,29251.15425263567,22306.34961362489,12000.0,1784.8085816850487,0.011908180177523167,0.5484647887728615,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.356832721200444,6892.786605516266,1856.750960014237,2.827749807997152,5133.290845916225
55.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7561.459612206162,1857.1045288545818,9620.105152045295,15014.919039069215,29254.93609739627,22309.233573371766,12000.0,1784.8070482474177,0.011908180177523167,0.5485357601118919,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.3570081443879654,6893.111491046056,1857.1045288546873,2.827579094229062,5133.249385907472
60.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7562.437097384105,1857.458097695032,9621.348762496007,15014.911728794934,29258.71794215686,22312.117533118642,12000.0,1784.8055148082676,0.011908180177523167,0.5486067314667726,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.3571835675754866,6893.436376575846,1857.4580976951374,2.827408380460972,5133.20792589872
65.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7563.414582562046,1857.8116665354821,9622.592372946718,15014.904418512962,29262.499786917448,22315.001492865515,12000.0,1784.803981367598,0.011908180177523167,0.5486777028375035,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.3573589907630077,6893.761262105636,1857.8116665355876,2.827237666692882,5133.166465889966
70.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7564.392067739989,1858.165235375932,9623.835983397428,15014.897108223255,29266.281631678045,22317.88545261239,12000.0,1784.8024479253813,0.011908180177523167,0.548748674224086,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.357534413950529,6894.086147635426,1858.1652353760378,2.8270669529247923,5133.125005881213
75.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7565.369552917931,1858.5188042163823,9625.07959384814,15014.889797925867,29270.063476438638,22320.769412359266,12000.0,1784.8009144816647,0.011908180177523167,0.5488196456265182,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.3577098371380503,6894.411033165216,1858.518804216488,2.826896239156702,5133.08354587246
80.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7566.347038095874,1858.8723730568324,9626.323204298853,15014.88248762075,29273.84532119923,22323.653372106142,12000.0,1784.7993810363955,0.011908180177523167,0.5488906170448022,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.3578852603255716,6894.735918695006,1858.8723730569382,2.826725525388612,5133.042085863707
85.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7567.324523273817,1859.2259418972826,9627.566814749563,15014.875177307958,29277.627165959824,22326.53733185302,12000.0,1784.7978475896373,0.011908180177523167,0.5489615884789354,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.3580606835130928,6895.060804224797,1859.2259418973883,2.826554811620522,5133.000625854954
90.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7568.302008451759,1859.5795107377328,9628.810425200276,15014.867866987413,29281.409010720417,22329.421291599894,12000.0,1784.7963141412988,0.011908180177523167,0.5490325599289215,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.3582361067006141,6895.385689754587,1859.5795107378385,2.826384097852432,5132.9591658462
95.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7569.279493629702,1859.933079578183,9630.054035650986,15014.860556659201,29285.19085548101,22332.30525134677,12000.0,1784.7947806914824,0.011908180177523167,0.5491035313947566,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.3584115298881354,6895.710575284376,1859.9330795782887,2.8262133840843418,5132.917705837447
100.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7570.2569788076435,1860.2866484186331,9631.297646101697,15014.85324632328,29288.9727002416,22335.189211093642,12000.0,1784.79324724013,0.011908180177523167,0.5491745028764428,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.3585869530756565,6896.035460814167,1860.2866484187389,2.826042670316252,5132.876245828695
105.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7571.234463985586,1860.6402172590836,9632.54125655241,15014.84593597965,29292.754545002193,22338.07317084052,12000.0,1784.79171378725,0.011908180177523167,0.54924547437398,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.3587623762631778,6896.360346343957,1860.6402172591893,2.825871956548162,5132.834785819941
110.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7572.2119491635285,1860.9937860995337,9633.78486700312,15014.838625628316,29296.53638976279,22340.957130587394,12000.0,1784.790180332845,0.011908180177523167,0.5493164458873679,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.358937799450699,6896.685231873747,1860.9937860996395,2.8257012427800716,5132.793325811188
115.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7573.1894343414715,1861.347354939984,9635.028477453832,15014.831315269264,29300.318234523384,22343.84109033427,12000.0,1784.7886468769123,0.011908180177523167,0.549387417416607,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.3591132226382203,6897.010117403537,1861.3473549400896,2.825530529011982,5132.751865802435
120.0,235.1669275008502,286.2213768090037,309.64771059580255,256.69298725794135,293.29200175062454,286.2488102956718,269.8328634549694,229.62647206694152,285.22137680900374,311.12729328858967,7574.1669195194145,1861.700923780434,9636.272087904545,15014.824004902508,29304.100079283977,22346.725050081146,12000.0,1784.7871134194436,0.011908180177523167,0.5494583889616974,7000.0,3000.0,0.0,-0.0,7000.0,3000.0,1.0,1.3592886458257416,6897.335002933327,1861.7009237805398,2.8253598152438917,5132.710405793682
