time_s,room_c,dock_c,sink_c,t2_c,t3_c,t4_c,t5_c,t6_c,t7_c,tevap_c,tcond_c,q_room_w,q_dock_w,q_dock_external_w,q_useful_w,q_cascade_w,q_cascade_refrigerant_w,q_dock_refrigerant_w,q_evap_total_w,q_evap_load_requested_w,q_map_capacity_balance_error_w,q_cond_w,w_air_comp_w,w_air_turb_w,w_air_input_w,w_ref_comp_w,w_dock_fan_w,w_total_input_w,w_ref_isentropic_w,refrigerant_compressor_speed_rpm,refrigerant_compressor_map_capacity_w,refrigerant_compressor_volumetric_efficiency,refrigerant_compressor_suction_density_kg_m3,refrigerant_compressor_displacement_m3_per_rev,refrigerant_evaporating_pressure_pa,refrigerant_condensing_pressure_pa,refrigerant_pressure_ratio,refrigerant_condensing_pressure_from_tcond_pa,refrigerant_pressure_ratio_from_tcond,refrigerant_compressor_eta_is_effective,m_ref_kg_s,m_air_kg_s,air_pressure_ratio,air_damper_opening,air_damper_resistance_head_coefficient,air_compressor_map_mass_flow_kg_s,air_compressor_suction_density_kg_m3,air_compressor_suction_mixture_density_kg_m3,air_compressor_volumetric_flow_m3_s,air_compressor_isentropic_head_j_kg,air_compressor_isentropic_head_m,dock_evaporator_ua_w_k,dock_evaporator_ua_ref_w_k,dock_evaporator_lmtd_k,dock_evaporator_air_inlet_c,dock_evaporator_air_outlet_c,dock_evaporator_air_delta_t_k,dock_air_m_dot_kg_s,dock_fan_m_dot_kg_s,dock_air_flow_ratio,dock_fan_power_w,dock_fan_heat_w,humidity_ratio_room_kg_kg_da,humidity_ratio_supply_vapor_kg_kg_da,humidity_ratio_supply_ice_kg_kg_da,ice_mass_flow_kg_s,valve_flow_kg_s,cascade_valve_flow_kg_s,dock_valve_flow_kg_s,compressor_map_flow_kg_s,m_ref_cascade_kg_s,m_ref_dock_kg_s,valve_opening,cascade_valve_opening,dock_valve_opening,refrigerant_subcooling_k,refrigerant_superheat_k,refrigerant_cascade_superheat_k,refrigerant_dock_superheat_k,refrigerant_raw_superheat_k,refrigerant_raw_cascade_superheat_k,refrigerant_raw_dock_superheat_k,refrigerant_compressor_work_w,refrigerant_compressor_isentropic_work_w,refrigerant_compressor_eta_is_target,cop_system,cop_room_only,base_room_load_w,base_dock_load_w,infiltration_magnitude_w,infiltration_room_w,infiltration_dock_w,infiltration_q_m3_s,infiltration_q_unprotected_m3_s,infiltration_sensible_w,infiltration_latent_w,infiltration_total_w,infiltration_cumulative_volume_m3,infiltration_velocity_m_s,infiltration_region_density_kg_m3,infiltration_indoor_density_kg_m3,infiltration_outdoor_density_kg_m3,infiltration_room_humidity_ratio_kg_kg_da,infiltration_outdoor_humidity_ratio_kg_kg_da,infiltration_stage,infiltration_door_open_fraction,infiltration_effective_length_m,infiltration_effective_volume_m3,infiltration_maximum_effective_length_m,load_w,dock_load_w,startup_initialization_enabled,startup_iterations,startup_newton_iterations,startup_cost,startup_solved_air_cycle_compressor_mass_flow_speed_rpm,startup_solved_air_cycle_compressor_mass_flow_fixed_m_dot_kg_s,startup_solved_air_cycle_regenerator_ua_w_k,startup_solved_vcc_cycle_cascade_ua_w_k,startup_solved_vcc_cycle_dock_evaporator_ua_w_k,startup_solved_vcc_cycle_condenser_ua_w_k,startup_solved_vcc_cycle_compressor_eta_is,startup_solved_vcc_cycle_compressor_displacement_m3_per_rev,startup_solved_vcc_cycle_expansion_valves_cascade_opening,startup_solved_vcc_cycle_expansion_valves_dock_opening,startup_solved_boundary_conditions_load_before_w,startup_solved_boundary_conditions_load_after_w,startup_solved_boundary_conditions_sink_m_dot_kg_s,newton_iterations,pid_B1_air_before_room_to_air_compressor_speed_output,pid_B2_air_after_cascade_to_nh3_compressor_speed_output,pid_B3_cascade_superheat_to_cascade_expansion_valve_output,pid_B3_dock_superheat_to_dock_expansion_valve_output,pid_B4_subcooling_to_sink_flow_output,pid_B5_loading_dock_temperature_to_dock_air_flow_output
332.0,-29.178479188687497,5.340744233586501,35.04189675300318,24.4612255943008,5.201499768181384,-25.740362444853233,-39.319330256525404,1.7633830242948705,0.46952000759557677,-4.892166120982471,40.08281765759959,42991.061139130936,25881.48712264846,25881.48712264846,68872.54826177939,77971.81404710455,77971.81404710455,25881.48712264846,103853.30116975302,103853.30116975302,103853.30116975302,128811.72644810606,91890.81795945924,56910.06505127389,38867.50323131705,24958.425278353043,0.0,63825.92850967009,21214.661486600085,1540.8183219199982,0.0,0.8871670125629818,2.8231817535049597,0.0014959135982669303,356149.0970658142,1558107.1865508393,4.374873330825574,1558107.1865508393,4.374873330825574,0.85,0.09621698769601725,4.027634451161993,1.2679553971299908,1.0,0.0,4.02763445116292,1.2834476191280768,1.2837738848174747,3.1381369922196027,19392.82132294951,1977.517431839569,4632.441516551485,4632.441516551485,5.587007851081376,5.340744233586501,-2.2730285100918857,7.613772743678387,3.3823866789962946,3.3823866789962946,0.9663961939989413,0.0,0.0,0.00025419713254601513,8.515079004958929e-05,0.00016904634249642584,0.0006808568728815344,0.09621698768570537,0.072384602953501,0.023832384732204365,0.09621680184692666,0.07238460296125865,0.023832384734758606,0.3804550846952057,0.3804550846952057,0.12526354475694462,0.0,5.4002366524999275,4.542037137244449,8.02597704997197,5.3616861285780715,4.512472557143781,7.9597583432799865,24958.425278353043,21214.661486600085,0.85,1.0790684894046578,0.6735673439144325,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44656760502943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,2.0,15448.679760198942,1540.8183219199982,0.3804550846952057,0.12526354475694462,6.112874298809886,3.3823866789962946
333.0,-29.182133320783343,5.339646046938745,35.041859601877256,24.45980824939909,5.20046481608481,-25.743755199768046,-39.322600106801815,1.762086695018495,0.4596813605128318,-4.892996678773072,40.08271140587332,42988.7575551218,25881.782397730774,25881.782397730774,68870.53995285257,77970.25197450593,77970.25197450593,25881.782397730774,103852.0343722367,103852.0343722367,103852.0343722367,128810.19641126739,91890.31158313774,56908.81716354697,38868.32713287863,24958.162039030685,0.0,63826.489171909314,21214.43773317608,1540.82203169482,0.0,0.8871631828956007,2.823213861517349,0.0014959135982669303,356137.5780450071,1558102.5973309558,4.375001946955594,1558102.5973309558,4.375001946955594,0.85,0.09621791309347752,4.027634451161993,1.2679551432700835,1.0,0.0,4.0276344511609325,1.2834538691917798,1.283780013234796,3.138121710364461,19392.71445628162,1977.5065344721818,4632.441516551485,4632.441516551485,5.5870715917851195,5.339646046938745,-2.27367517576311,7.613321222701854,3.382625868245651,3.382625868245651,0.9664645337844717,0.0,0.0,0.00025410111912470073,8.511946938595091e-05,0.00016898164973874982,0.0006805963141019778,0.09621791308302274,0.07238433409606877,0.023833578986953978,0.09621771243152683,0.07238433410393381,0.023833578989543712,0.380451478109553,0.380451478109553,0.1252690995567214,0.0,5.391069078159546,4.535105710328821,8.009781696792118,5.352678039285877,4.505816949977373,7.9433662647456345,24958.162039030685,21214.43773317608,0.85,1.0790275455596139,0.6735253358419343,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.446589423797406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,2.0,15448.633832698577,1540.82203169482,0.380451478109553,0.1252690995567214,6.112874298809886,3.382625868245651
334.0,-29.185776542670876,5.338547618835638,35.04182169622399,24.458528856653743,5.19958623685094,-25.74712249498458,-39.325839712377615,1.7609321891135172,0.44893926527117856,-4.8937263765555405,40.08261512666897,42986.375790162034,25881.81137237272,25881.81137237272,68868.18716253476,77968.61560197538,77968.61560197538,25881.81137237272,103850.4269743481,103850.4269743481,103850.4269743481,128808.3555892513,91889.7898174481,56907.55000542775,38869.15534668927,24957.928614903205,0.0,63827.08396159248,21214.239322667723,1540.8251813478648,0.0,0.8871598287733077,2.8232696315569386,0.0014959135982669303,356127.4580946959,1558098.4388526224,4.37511459292846,1558098.4388526224,4.37511459292846,0.85,0.09621874563101124,4.027634451161993,1.2679547575348993,1.0,0.0,4.027634451162112,1.283459456532321,1.2837854791700412,3.1381080490411004,19392.604341810813,1977.4953059210652,4632.441516551485,4632.441516551485,5.587077846508863,5.338547618835638,-2.274249598146704,7.612797216982342,3.382862488996222,3.382862488996222,0.9665321397132063,0.0,0.0,0.00025400542562624564,8.508844892596778e-05,0.00016891697670027786,0.0006803358347441668,0.09621874562309447,0.07238400606110472,0.023834739561989754,0.09621944603081345,0.07238400606706039,0.023834739563950852,0.3804478670258894,0.3804478670258894,0.12527457819648327,0.0,5.381693591027442,4.52817441376925,7.992740097109447,5.342665641826727,4.499076368897761,7.9231408132371826,24957.928614903205,21214.239322667723,0.85,1.07898062841122,0.6734817435186103,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.446611175068334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,2.0,15448.588012279302,1540.8251813478648,0.3804478670258894,0.12527457819648327,6.112874298809886,3.382862488996222
335.0,-29.189406851532727,5.337444044833793,35.04178262101264,24.456947086751484,5.198358564323582,-25.750513079386653,-39.329120284505166,1.759464792126057,0.44034569184378825,-4.894697002494641,40.08250524983484,42984.22108900708,25882.428880221283,25882.428880221283,68866.64996922837,77967.16827078756,77967.16827078756,25882.428880221283,103849.59715100884,103849.59715100884,103849.59715100884,128807.30211271078,91889.31053995038,56906.363357961534,38869.941313320945,24957.704961701937,0.0,63827.64627502288,21214.049217446645,1540.834390675588,0.0,0.887155301365398,2.823269033110305,0.0014959135982669303,356113.9971368395,1558093.6930775559,4.375266643840586,1558093.6930775559,4.375266643840586,0.85,0.09621977364242398,4.027634451161993,1.2679548372095453,1.0,0.0,4.027634451163576,1.2834665039412583,1.28379240602108,3.1380908179480858,19392.503194132692,1977.4849917283368,4632.441516551485,4632.441516551485,5.58721114724161,5.337444044833793,-2.2750066193438987,7.6124506641776915,3.3830972065966827,3.3830972065966827,0.9665992018847664,0.0,0.0,0.00025391010432094006,8.505704684368065e-05,0.0001688530574772594,0.0006800783914794461,0.09621977362765267,0.07238384228690406,0.023835931340748615,0.09621950969148209,0.07238384229801614,0.02383593134440784,0.3804442477307741,0.3804442477307741,0.12527993377237653,0.0,5.372760015133281,4.5214025355268745,7.977013987989153,5.335042694338426,4.4924882451966255,7.912198425827455,24957.704961701937,21214.049217446645,0.85,1.0789470392264386,0.6734420521132035,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4466328620155768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,2.0,15448.542288623461,1540.834390675588,0.3804442477307741,0.12527993377237653,6.112874298809886,3.3830972065966827
336.0,-29.193027765940165,5.336339801988609,35.04174183249359,24.45558733250948,5.1973876169321,-25.75386953117647,-39.332354232296325,1.758229382117631,0.4303790531094478,-4.895461389485669,40.08237719620113,42981.91358058992,25882.509141422048,25882.509141422048,68864.42272201196,77965.58049021506,77965.58049021506,25882.509141422048,103848.0896316371,103848.0896316371,103848.0896316371,128805.40245212478,91888.79097075984,56905.12406092931,38870.741010922815,24957.312820487678,0.0,63828.05383141049,21213.715897414524,1540.8293634554545,0.0,0.8871518857855852,2.8233105819009197,0.0014959135982669303,356103.396649152,1558088.1622281072,4.3753813552168985,1558088.1622281072,4.3753813552168985,0.85,0.09622050381642727,4.027634451161993,1.267954543787055,1.0,0.0,4.027634451161942,1.283472467763328,1.2837982493676015,3.138076236400178,19392.393543215432,1977.4738104465268,4632.441516551485,4632.441516551485,5.587228473137787,5.336339801988609,-2.2756139666416106,7.611953768630219,3.383328541137519,3.383328541137519,0.9666652974678626,0.0,0.0,0.00025381506250715734,8.502610154026081e-05,0.0001687889609668965,0.0006798202341661093,0.09622050380832119,0.07238345867927641,0.023837045129044773,0.09622024132200455,0.07238345868537434,0.023837045131052934,0.380440626917011,0.380440626917011,0.1252852593425359,0.0,5.363693756017312,4.514666889526723,7.960636496312418,5.3258404425951085,4.486286214731081,7.893624719232491,24957.312820487678,21213.715897414524,0.85,1.0789052554211362,0.6734016000882365,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4466544727109678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,2.0,15448.496702217839,1540.8293634554545,0.380440626917011,0.1252852593425359,6.112874298809886,3.383328541137519
337.0,-29.196638739742983,5.335232185375157,35.0416998590111,24.45408491129058,5.196254100158242,-25.757233294231302,-39.33560428032649,1.756848654594698,0.4212372450824091,-4.896360795009291,40.08226110502349,42979.71638547736,25882.913993614176,25882.913993614176,68862.63037909154,77964.07339000878,77964.07339000878,25882.913993614176,103846.98738362295,103846.98738362295,103846.98738362295,128804.03027290478,91888.28224605987,56903.925241318575,38871.50778304588,24957.042889281824,0.0,63828.55067232771,21213.48645588955,1540.834389474669,0.0,0.8871477418754141,2.8233255221252658,0.0014959135982669303,356090.9240470166,1558083.1480698567,4.375520528189971,1558083.1480698567,4.375520528189971,0.85,0.09622141047929561,4.027634451161993,1.267954438286834,1.0,0.0,4.0276344511624105,1.2834791094884026,1.2838047711647906,3.138059997538578,19392.286180941068,1977.4628625413438,4632.441516551485,4632.441516551485,5.587315868130402,5.335232185375157,-2.2763248016848174,7.611556987059975,3.3835578346206114,3.3835578346206114,0.9667308098916033,0.0,0.0,0.0002537203142474758,8.499501265932305e-05,0.00016872530158815272,0.0006795638374591412,0.09622141046698544,0.07238321824631876,0.02383819222066669,0.09622061490501149,0.07238321825557915,0.023838192223716463,0.3804370025718336,0.3804370025718336,0.125290510906827,0.0,5.354843407820681,4.508027064975806,7.94484717048374,5.317598040091696,4.479775393111879,7.879920507527856,24957.042889281824,21213.48645588955,0.85,1.078868776648352,0.6733619349453728,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4466760280944173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,2.0,15448.451183004161,1540.834389474669,0.3804370025718336,0.125290510906827,6.112874298809886,3.3835578346206114
338.0,-29.200235526733145,5.3341267107934245,35.04165717801424,24.452906555403047,5.1954961553437045,-25.760546725828597,-39.338782558310754,1.7558073543874646,0.40983565235046626,-4.897001052697588,40.082156550476334,42977.282940556215,25882.65694980789,25882.65694980789,68859.9398903641,77962.35766462525,77962.35766462525,25882.65694980789,103845.01461443314,103845.01461443314,103845.01461443314,128801.77180287922,91887.71123546745,56902.6365111892,38872.30524919805,24956.75718844608,0.0,63829.06243764413,21213.243610179168,1540.832660825972,0.0,0.8871448710157752,2.823400449099754,0.0014959135982669303,356082.0454140265,1558078.6322070332,4.375616946356876,1558078.6322070332,4.375616946356876,0.85,0.09622206248188918,4.027634451161993,1.2679538431996487,1.0,0.0,4.027634451161505,1.2834841657205025,1.283809707584972,3.1380476352826854,19392.165673727854,1977.4505742254341,4632.441516551485,4632.441516551485,5.5872603803697105,5.3341267107934245,-2.276845342298244,7.610972053091668,3.3837842699455343,3.3837842699455343,0.9667955056987241,0.0,0.0,0.0002536259706214193,8.496462046813649e-05,0.0001686613501532828,0.0006793062644568579,0.09622206247630721,0.07238279110119691,0.023839271375110296,0.09622274912578296,0.07238279110539592,0.023839271376493262,0.3804333767242619,0.3804333767242619,0.12529572803015715,0.0,5.345511678007028,4.501287349600716,7.9274034131842654,5.306836705048056,4.473124468071262,7.856374170813467,24956.75718844608,21213.243610179168,0.85,1.0788179750820364,0.6733184116959507,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4466975249098226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,2.0,15448.405742236779,1540.832660825972,0.3804333767242619,0.12529572803015715,6.112874298809886,3.3837842699455343
339.0,-29.203823868113574,5.3330160192241225,35.04161378695186,24.451321781985484,5.194249552075687,-25.76390142656702,-39.342034806590505,1.7543271104785816,0.4015971338431541,-4.897997576270474,40.082050506564514,42975.19387960198,25883.28298831623,25883.28298831623,68858.47686791822,77960.97503958948,77960.97503958948,25883.28298831623,103844.25802790571,103844.25802790571,103844.25802790571,128800.84773324894,91887.27206449737,56901.490904305196,38873.09017799131,24956.589705343224,0.0,63829.67988333454,21213.101249541738,1540.8457866234671,0.0,0.8871401978119056,2.8233921847489576,0.0014959135982669303,356068.22668765316,1558074.05202649,4.375773897380766,1558074.05202649,4.375773897380766,0.8499999999999999,0.09622307625394154,4.027634451161993,1.2679539959551769,1.0,0.0,4.0276344511632205,1.283491270833311,1.283816693730064,3.1380302637719053,19392.072990211243,1977.441123136978,4632.441516551485,4632.441516551485,5.587395522606499,5.3330160192241225,-2.2776335356509585,7.610649554875081,3.3840095054223367,3.3840095054223367,0.9668598586920962,0.0,0.0,0.0002535318807220988,8.493353133630828e-05,0.00016859834938579054,0.0006790525203952564,0.09622307623820012,0.0723826553377045,0.02384042090049563,0.09622278028308165,0.07238265534954576,0.023840420904395785,0.3804297391881818,0.3804297391881818,0.12530080670565877,0.0,5.3367332152379845,4.4947532804661705,7.911587000649888,5.299594710113638,4.4667419415742415,7.846360749539144,24956.589705343224,21213.101249541738,0.85,1.0787846185939696,0.673279169786695,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4467189378726457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,2.0,15448.360465312751,1540.8457866234671,0.3804297391881818,0.12530080670565877,6.112874298809886,3.3840095054223367
340.0,-29.20739750884098,5.3319065781617985,35.04156895738955,24.450060200784378,5.193383527644993,-25.76720483151178,-39.34521133834494,1.7531908502651514,0.3912158847611522,-4.8986916083669065,40.081921825539006,42972.854486210315,25883.132927478895,25883.132927478895,68855.9874136892,77959.36026602439,77959.36026602439,25883.132927478895,103842.4931935033,103842.4931935033,103842.4931935033,128798.68731207539,91886.7489083964,56900.24312837726,38873.89531113238,24956.194118572093,0.0,63830.08942970447,21212.76500078628,1540.8390890598744,0.0,0.8871371410604916,2.8234474404772745,0.0014959135982669303,356058.6028391372,1558068.4941319302,4.375876559948885,1558068.4941319302,4.375876559948885,0.85,0.09622367117028971,4.027634451161993,1.267953585493379,1.0,0.0,4.027634451161481,1.2834967691325607,1.2838220731887957,3.13801682094146,19391.962582305256,1977.4298646638003,4632.441516551485,4632.441516551485,5.5873631291403765,5.3319065781617985,-2.278200016584988,7.610106594746787,3.3842313246502536,3.3842313246502536,0.9669232356143581,0.0,0.0,0.00025343820824206637,8.490317614971178e-05,0.00016853503209235458,0.0006787975014828594,0.09622367116399923,0.07238220782195944,0.023841463342039793,0.09622391361874434,0.07238220782669134,0.023841463343598372,0.38042610028402324,0.38042610028402324,0.12530586171930844,0.0,5.327657382486905,4.488209830423955,7.894588002284706,5.289907493128055,4.460730823637903,7.825231414329778,24956.194118572093,21212.76500078628,0.85,1.0787386956353822,0.6732381995725691,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4467403011566666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,2.0,15448.315237689538,1540.8390890598744,0.38042610028402324,0.12530586171930844,6.112874298809886,3.3842313246502536
341.0,-29.210963342809734,5.330793810083075,35.04152333604611,24.44855327429252,5.1922404513436975,-25.77052891848204,-39.34842485524712,1.7518060269656037,0.3822631833977539,-4.899608500636984,40.08180910444476,42970.702858398625,25883.532169446866,25883.532169446866,68854.23502784548,77957.87369282256,77957.87369282256,25883.532169446866,103841.40586226943,103841.40586226943,103841.40586226943,128797.37906259486,91886.23862346471,56899.067788836765,38874.63426069772,24955.973200325432,0.0,63830.60746102315,21212.577220276617,1540.847422199901,0.0,0.8871328957488125,2.8234578812501905,0.0014959135982669303,356045.8889961208,1558063.6255790917,4.3760191417238,1558063.6255790917,4.3760191417238,0.85,0.09622454824632384,4.027634451161993,1.267953545930796,1.0,0.0,4.027634451162868,1.2835034275178037,1.2838286133298493,3.1380005419628105,19391.854890756484,1977.418883181972,4632.441516551485,4632.441516551485,5.58744931306014,5.330793810083075,-2.278934704033825,7.609728514116901,3.384451669961826,3.384451669961826,0.9669861914176645,0.0,0.0,0.00025334477216685245,8.487247773357295e-05,0.00016847229443327948,0.0006785448171257833,0.09622454823338418,0.0723819867367527,0.023842561496631488,0.09622432936709273,0.07238198674648622,0.02384256149983763,0.3804224553602475,0.3804224553602475,0.12531081551566112,0.0,5.31887407582019,4.481759502364866,7.878498420648782,5.281871684034741,4.454233354854807,7.812338082700421,24955.973200325432,21212.577220276617,0.85,1.0787024872023958,0.6731990273574915,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4467615775165525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,2.0,15448.27018495803,1540.847422199901,0.3804224553602475,0.12531081551566112,6.112874298809886,3.384451669961826
342.0,-29.214514697209257,5.329681765237543,35.04147658590317,24.44726542979481,5.1913389233945395,-25.77381581295145,-39.35158745208753,1.7506400390868797,0.37216752081104687,-4.90033719334629,40.08168498347613,42968.40274681321,25883.445381463906,25883.445381463906,68851.84812827711,77956.29623572134,77956.29623572134,25883.445381463906,103839.74161718524,103839.74161718524,103839.74161718524,128795.3692506234,91885.72941663039,56897.83592752043,38875.43721012218,24955.627633438155,0.0,63831.064843560336,21212.283488422432,1540.8444192481477,0.0,0.8871296464626068,2.8235053505092997,0.0014959135982669303,356035.78502635733,1558058.264665955,4.376128271911241,1558058.264665955,4.376128271911241,0.85,0.09622516923400097,4.027634451161993,1.2679531645914541,1.0,0.0,4.027634451161348,1.2835090633806807,1.2838341312158053,3.13798676306458,19391.747426731527,1977.4079249011158,4632.441516551485,4632.441516551485,5.587430578234746,5.329681765237543,-2.2795322478435684,7.609214013081111,3.384669162555014,3.384669162555014,0.9670483321585754,0.0,0.0,0.0002532517470379885,8.484227576867683e-05,0.00016840947126931167,0.0006782917883862555,0.09622516922673713,0.0723815781654878,0.02384359106124933,0.09622540715551778,0.07238157817095175,0.023843591063049212,0.38041880690787827,0.38041880690787827,0.1253157321767922,0.0,5.309901991840093,4.475326171965946,7.861588327665629,5.272504714157321,4.448222532273007,7.792519336547173,24955.627633438155,21212.283488422432,0.85,1.0786573637306835,0.6731581691786256,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4467828079908414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,2.0,15448.22516950056,1540.8444192481477,0.38041880690787827,0.1253157321767922,6.112874298809886,3.384669162555014
343.0,-29.218056190565655,5.328566998917501,35.04142899293263,24.44578082012015,5.19021795699518,-25.777115777886788,-39.354774496145524,1.7492775442668298,0.36321447119308914,-4.901234656735883,40.08156693439046,42966.247498262856,25883.771958405003,25883.771958405003,68850.01945666785,77954.8107603036,77954.8107603036,25883.771958405003,103838.58271870861,103838.58271870861,103838.58271870861,128793.96322374893,91885.21936195392,56896.65609971272,38876.18140249021,24955.380505040324,0.0,63831.56190753054,21212.073429284275,1540.8508778909356,0.0,0.8871255187293394,2.8235180811687917,0.0014959135982669303,356023.3412108383,1558053.166016664,4.376266906314941,1558053.166016664,4.376266906314941,0.85,0.09622598021694728,4.027634451161993,1.2679530810704458,1.0,0.0,4.027634451161481,1.2835156161919838,1.2838405666530532,3.1379707425075485,19391.639783776274,1977.3969483744474,4632.441516551485,4632.441516551485,5.587501076035944,5.328566998917501,-2.280257770956681,7.608824769874182,3.3848850187100834,3.3848850187100834,0.9671100053457381,0.0,0.0,0.0002531590115432053,8.481185038859803e-05,0.00016834716115460724,0.0006780408260216161,0.09622598020474418,0.07238132511805428,0.02384465508668989,0.09622579662870727,0.07238132512723348,0.02384465508971379,0.38041515236360696,0.38041515236360696,0.12532055862566985,0.0,5.301177127056292,4.4689779043951035,7.845427357295591,5.26444912792897,4.441896808251329,7.779020719880066,24955.380505040324,21212.073429284275,0.85,1.0786203157053762,0.6731191625939817,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4468039528450363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,2.0,15448.180325255997,1540.8508778909356,0.38041515236360696,0.12532055862566985,6.112874298809886,3.3848850187100834
344.0,-29.22158860687814,5.327452088224004,35.04138015527916,24.44442599024626,5.189239328107609,-25.78039333618266,-39.357935486454494,1.7480440573628626,0.35364613378186505,-4.902014377667983,40.08143549487646,42964.023717833974,25883.789283219587,25883.789283219587,68847.81300105355,77953.27437125116,77953.27437125116,25883.789283219587,103837.06365447075,103837.06365447075,103837.06365447075,128792.0848802304,91884.71236417208,56895.461710555384,38876.94517068522,24955.021225759647,0.0,63831.96639644487,21211.7680418957,1540.8483098920713,0.0,0.8871220367307274,2.823552671016012,0.0014959135982669303,356012.53023525845,1558047.4890372125,4.376383853702091,1558047.4890372125,4.376383853702091,0.85,0.096226606191881,4.027634451161993,1.2679528447939088,1.0,0.0,4.027634451162012,1.2835215661648578,1.283846399443176,3.1379561959340516,19391.532785954158,1977.3860376330508,4632.441516551485,4632.441516551485,5.587504815924407,5.327452088224004,-2.280898596702921,7.608350684926926,3.385098200478933,3.385098200478933,0.9671709144225523,0.0,0.0,0.00025306654489259153,8.478168369440461e-05,0.00016828486119818692,0.0006777899045708318,0.0962266061834426,0.07238093815432452,0.023845668029118087,0.09622643738784853,0.07238093816067183,0.023845668031209175,0.38041149381740524,0.38041149381740524,0.1253253470781213,0.0,5.292394362794312,4.462673912101991,7.828895718198339,5.2556605114498325,4.435991704207197,7.761239850861273,24955.021225759647,21211.7680418957,0.85,1.0785789141048308,0.6730800591508467,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4468250395719453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,2.0,15448.135560182516,1540.8483098920713,0.38041149381740524,0.1253253470781213,6.112874298809886,3.385098200478933
