config,config_name,baseline_speed_rpm,step_speed_rpm,step_delta_rpm,y0_c,y_final_c,process_gain_c_per_rpm,tau_s,theta_s,tangent_slope_c_per_s,tangent_initial_intercept_s,tangent_final_intercept_s,lambda_s,pi_gain_rpm_per_k,pi_ti_min,fit_rmse_k,fit_r2,clipped_gain,clipped_ti,initial_room_c,final_room_c,min_room_c,max_room_c,max_room_excursion_k,min_nh3_speed_rpm,max_nh3_speed_rpm,final_nh3_speed_rpm,energy_kwh,identification_plot,reaction_curve_plot,closed_loop_plot,pi_load_step_plot,step_csv
RS_Infiltration_Qvc100_Qld25_4_lpr.json,RS_Infiltration_Qvc100_Qld25_4_lpr.json,1450.0,1550.0,100.0,-28.500538746280878,-29.665568118247393,-0.01165029371966515,486.6292161080262,20.096599689157074,-0.002394080201933235,620.0965996891571,1106.7258157971833,nan,1870.6013027826932,1.1153612827482176,nan,nan,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,C:\Users\adlan\Downloads\Cascade_VC-AC_Dynamic\outputs\lpr_nh3_siso_step_response_tuning_refprop_fix_smoke\RS_Infiltration_Qvc100_Qld25_4_lpr_identification.png,C:\Users\adlan\Downloads\Cascade_VC-AC_Dynamic\outputs\lpr_nh3_siso_step_response_tuning_refprop_fix_smoke\RS_Infiltration_Qvc100_Qld25_4_lpr_zn_reaction_curve.png,,,C:\Users\adlan\Downloads\Cascade_VC-AC_Dynamic\outputs\lpr_nh3_siso_step_response_tuning_refprop_fix_smoke\RS_Infiltration_Qvc100_Qld25_4_lpr_open_loop_step.csv
