case,room_setpoint_c,critical_room_c,door_events,min_room_c,max_room_c,max_room_excursion_k,max_room_above_critical_k,time_room_above_critical_s,recovery_time_after_last_open_s,max_dock_c,energy_kwh,peak_power_kw,mean_cop,max_refrigerant_compressor_speed_rpm,max_room_reduction_vs_baseline_k,energy_delta_vs_baseline_kwh,peak_power_delta_vs_baseline_kw,critical_time_reduction_vs_baseline_s
baseline_feedback,-30.0,-28.0,4,-30.25536041428479,-29.45412922367099,0.5458707763290107,0.0,0.0,0.0,5.095832479829137,97.57709543684564,66.07691532540673,1.0457156808260832,1503.489612497398,0.0,0.0,0.0,0.0
scheduled_precooling,-30.0,-28.0,4,-30.60158699225737,-29.869551421367387,0.13044857863261328,0.0,0.0,0.0,5.093675891059169,98.21685885449808,66.07691532540673,1.0390940919641647,1503.489612497398,0.41542219769639743,0.6397634176524463,0.0,0.0
precooling_feedforward,-30.0,-28.0,4,-30.70634125140374,-28.015655192472636,1.9843448075273642,0.0,0.0,0.0,5.467891210391142,97.89647781418158,67.61816750056501,1.042770791455823,1605.7986692185345,-1.4384740311983535,0.3193823773359412,1.5412521751582773,0.0
